Gestion associative,13008,Multi accueil,41,LES ENFANTS DE PARANGON,"Hauts de Parangon, trav.Parangon",04.88.60.54.20,,www.creches-du-sud.fr,,
Gestion associative,13008,Multi accueil,36,ENFANCE ET DIFFERENCE,122 rue Liandier,04.91.03.57.20,,,,
Gestion associative,13009,Multi accueil,50,POUSSY'NET,Impasse Fernand Karabadjakian,04.91.75.37.30,,,43.251435 ,5.389697 
Gestion associative,13009,Multi accueil,45,INSTITUT PAOLI-CALMETTES,232 Boulevard de Sainte Marguerite,04.91.22.35.00,chappef@marseille.unicancer.fr,,43.263155 ,5.411093
Gestion associative,13009,Multi accueil,88,LES CEDRES,81 Boulevard du Redon,04.91.17.73.95,,,43.253775 ,5.421297 
Gestion associative,13009,Multi accueil,16,LES PETITS LUTINS,MQ Baou de Sormiou Traverse Colgate,04.91.73.89.48,,,43.233379 ,5.405676 
Gestion associative,13009,Multi accueil,56,FLIP FLAP FLOUP,23 chemin de la colline Saint Joseph,04.91.75.60.61,,http://flip.flap.floup.free.fr,43.251882 ,5.418334 
Gestion associative,13009,Multi accueil,22,RECRE BEBE,13 Avenue de la Magalone,04.91.79.99.54,,http://www.recrebb.com,43.260999 ,5.399668
Gestion associative,13009,Micro crèches,10,PITCHOUN ET PITCHOUNETTE,Placette Valmante Michelets. 109 Bis traverse de la Gouffonne,09.67.14.91.48,,,,
Gestion associative,13009,Multi accueil,60,PIROUETTES,51 boulevard Schloesing,,iperez@igesa.fr,,,
Gestion associative,13010,Multi accueil,58,BALOU 2,33 Rue d'Eguison,04.86.13.99.70,,www.baloucreche.com,43.281497 ,5.397301 
Gestion associative,13010,Multi accueil,22,CANADA,Cité Universitaire-31 rue du Canada,04.91.78.94.05,,,43.286358 ,5.400322 
Gestion associative,13010,Multi accueil,26,TIBOULEN,"7 trav.Bessède, terrasses st Jean, ZAC de la Capelette",04.91.74.72.99,,,,
Gestion associative,13011,Multi accueil,21,LA PASSER'AILE,73 Avenue Emmanuel Allard,04.91.18.11.40,,,43.290493 ,5.442019 
Gestion associative,13011,Multi accueil,70,LES GARRIGUETTES,Chemin des Accates -La Valentine,04.91.18.14.38,,,43.298951 ,5.488301 
Gestion associative,13011,Accueil occasionnel,12,LES MINOTS DE LA VALLEE,31 Avenue Noël Coll - Cité Michelis,04.91.45.20.91,,,43.284297 ,5.445257 
Gestion associative,13011,Multi accueil,75,LES REINETTES,2 Traverse de la Martine,04.91.01.76.09,,,43.301414 ,5.457814 
Gestion associative,13011,Multi accueil,20,LES PREMIERS PAS,"CS La Rouguiére- 99, Allée de la Rouguiére",04.91.87.29.48,,,43.297833 ,5.456202
Gestion associative,13011,Multi accueil,48,LES ESCOURTINES,15 Traverse de la solitude,06.78.32.44.81,aec.escourtines.administration@neuf.fr,,43.281377 ,5.502192 
Gestion associative,13011,Micro crèches,10,BULLE DE ZÉPHYR,Cité Air Bel – Place des quatre tours,04.91.01.30.94,asso.microbulles@gmail.com,,43.291164 ,5.426104 
Gestion associative,13011,Micro crèches,10,BULLE D'AIR,Cité Air Bel – Bât 62 Cour des quatre Vents,04.91.01.32.47,asso.microbulles@gmail.com,,43.291164 ,5.426104 
Gestion associative,13012,Multi accueil,34,BOIS LEMAITRE,Villa Emma -Avenue Roger Salzmann,04.91.87.33.16,,,43.321046 ,5.430093 
Gestion associative,13012,Multi accueil,32,LA RIBAMBELLE,26 Allée de la Grande Bastide Cazaulx,04.91.87.30.10,,,43.297906 ,5.436956 
Gestion associative,13012,Multi accueil,85,LA CRECHE DU CHATEAU,156 Rue Montaigne,04 91 36 53 60,,http://www.lamaisondesboutchou.org,43.303856 ,5.418266
Gestion associative,13013,Multi accueil,16,LES PETITES FRIMOUSSES,Les Balustres 64 Chemin de Château Gombert Bât A,04.91.06.59.89,lespetitscanaillous@live.fr,,43.337039 ,5.421002 
Gestion associative,13013,Multi accueil,20,COCCINELLE,82 Avenue de la Croix rouge,04.91.84.55.39,,http://www.csvalplan.net/,43.331973 ,5.436505 
Gestion associative,13013,Multi accueil,25,PLIF PLAF PLOUF,129 Avenue de la Rose,04.91.10.32.80,,,43.329738 ,5.423786 
Gestion associative,13013,Multi accueil,65,ALPHONSE PADOVANI,1 Chemin des Grives,04.91.98.30.76,,,43.351473 ,5.413397 
Gestion associative,13013,Multi accueil,66,CHATEAU GOMBERT,Avenue Niels Bohr,04.91.70.74.50,,,43.336753 ,5.443912 
Gestion associative,13013,Multi accueil,68,LES CIGALONS,26 chemin des mourets,04.91.50.96.69,,,43.355764 ,5.434908 
Gestion associative,13013,Multi accueil,68,LES GRIOTTES,Chemin de la Marre,04.91.54.00.79,,,43.328297 ,5.443816 
Gestion associative,13013,Multi accueil,14,LES MOUSTIQUES,CS Echelle 13 Fabricina 25 avenue François Mignet,04.91.61.85.01,,,43.33062 ,5.427512 
Gestion associative,13013,Multi accueil,60,LES JARDINS D’ELEONORE,28 trav. Des deux tours,04.84.08.00.24,,,,
Gestion associative,13014,Micro crèches,10,BULLE DE SAVON,100 Chemin de Sainte Marthe,09.81.94.78.02,asso.microbulles@gmail.com,,43.323422 ,5.389324 
Gestion associative,13014,Multi accueil,35,L'OEUF,52 Boulevard Jourdan Saint Barthélémy III - Bt. A3,04.91.58.10.62,,,43.333271 ,5.397977 
Gestion associative,13014,Micro crèches,10,BULLE D'EAU,Cité les Flamands Bât B7 Avenue Georges Braque,04.91.63.32.41,asso.microbulles@gmail.com,,43.332946 ,5.401111 
Gestion associative,13014,Micro crèches,10,BULLE DE MALICE,Centre Social Saint Gabriel 12 Rue Richard,04.84.25.82.15,asso.microbulles@gmail.com,,43.323494 ,5.383501
Gestion associative,13014,Multi accueil,45,LA MAISON DE NANY,189 Avenue Corot,04.91.11.61.85,,,43.324903 ,5.399723 
Gestion associative,13014,Micro crèches,10,BULLE DE SUCRE,Cité de la Visitation- Bât A1- 80 Av des Aygalades,04.95.05.74.70,asso.microbulles@gmail.com,,43.336955 ,5.367405 
Gestion associative,13014,Multi accueil,32,LA MALLE AUX DECOUVERTES,42 Chemin rural de Fontainieu,04.91.96.25.52,,www.fail13.org,43.349123 ,5.37982 
Gestion associative,13014,Multi accueil,20,LA MAISON DE L'ESCAPADE,3 Allée de l'Escapade,04.91.46.18.22,,,,
Gestion associative,13015,Multi accueil,54,LA MEDITERRANEE,21 Rue Mathilde,04.95.05.15.60,,,43.33468 ,5.361155 
Gestion associative,13015,Multi accueil,20,1-2-3 SOLEIL CS SAINT LOUIS,Campagne Levêque 2 Boulevard Ledru Rollin,04.91.60.46.02,,,43.340609 ,5.356507
Gestion associative,13015,Multi accueil,42,LE CANA,514 Chemin de la Madrague Ville,04.91.65.85.21,,,43.344576 ,5.354915 
Gestion associative,13015,Multi accueil,19,LA MARTINE,"Rés La Martine, Boulevard du Bosphore",04.91.65.59.03,,,43.371498 ,5.364464 
Gestion associative,13015,Multi accueil,24,LA SOLIDARITE,"38, Chemin de la Bigotte Bt H",09 52 75 92 15,,www.fail13.org,43.385644 ,5.369854 
Gestion associative,13015,Micro crèches,10,LA MAISON DES ENFANTS,39 trav. De la Batterie,04;86;97;11;57,,,,
Gestion associative,13016,Micro crèches,10,BULLE DE REVE,Cité des Tuileries 124 Boulevard Grawitz,04.91.51.12.79,,,43.3522 ,5.340166 
Gestion associative,13016,Multi accueil,42,LES LOUPS DE MER,Rue Vernazza / rue Rabelais,04 91 09 17 82,,www.fail13.org,43.362197 ,5.323098 
Gestion associative,13016,Multi accueil,20,LE CABANON DES MINOTS,3 boulevard Raymond Fillat,04.91.03.60.69,,,43.36326 ,5.309398 
Gestion associative,13016,Micro crèches,10,LE PETIT CABANON,3 boulevard Raymond Fillat,04.91.03.60.69,,,43.36326 ,5.309398 
Gestion privée,13001,Micro crèches,10,AMANDINE ET GRENADINE,3 Cours Joseph Thierry,09.80.69.61.84,,www.people-and-baby.com,43.29996 ,5.384734 
Gestion privée,13001,Micro crèches,10,LES MALICIEUX DE BERNARDY,26 Rue Jean de Bernardy,,,www.crechesetmalices.com,43.302333 ,5.388782 
Gestion privée,13002,Multi accueil,40,CAP CANAILLES,28 Rue d'Hozier,04.96.17.53.70,,www.creche-attitude.fr,43.306346 ,5.36892 
Gestion privée,13002,Micro crèches,10,AU PAYS DE FLORIANE,Acropolis 171 Bis Chemin de la Madrague Ville,09.52.77.51.60,aupaysdefloriane@free.fr,,43.32782 ,5.359336 
Gestion privée,13002,Micro crèches,10,LE PATIO,Immeuble ''Le Patio'' 21 rue Mires,09.80.67.44.03,,,43.310895 ,5.369021 
Gestion privée,13003,Multi accueil,52,DAME TARTINE,"9, Rue Melchior Guinot",04 91 68 04 21,,www.creche-attitude.fr,43.310311 ,5.371126 
Gestion privée,13004,Micro crèches,10,TITI PANPAN 2,14 Rue Auger,04.86.12.92.21,,http://www.titi-panpan.fr,43.302156 ,5.40519 
Gestion privée,13004,Micro crèches,10,LE JARDIN DES CHARTREUX,70 Avenue des Chartreux,04.91.43.96.21,,,43.304923 ,5.399401 
Gestion privée,13004,Micro crèches,10,MONTESSORI DORIA,16 Rue Roussel Doria,,,http://ecole-montessori-marseille.fr,43.299087 ,5.398327 
Gestion privée,13004,Multi accueil,50,HÔTEL DU DEPARTEMENT,52 Avenue de Saint Just Bât B Rez-de-chaussée,04.91.21.35.16,,,43.31491 ,5.404958 
Gestion privée,13005,Micro crèches,10,COCOPLUME,7 Impasse de la papeterie,09.73.18.05.13,,,43.287441 ,5.395925 
Gestion privée,13005,Micro crèches,10,NURSEA BAILLE,5 Rue du berceau,,,http://www.nursea.fr,43.288649,5.395008 
Gestion privée,13005,Multi accueil,30,CRECHE DE L'INTERNAT,CHU Timone- 27 Boulevard Jean Moulin,04.91.38.70.29,,,43.288008 ,5.403391 
Gestion privée,13005,Micro crèches,10,GREEN DAYS,8 Rue Hugueny,04.91.98.24.55,,,43.291454 ,5.392987 
Gestion privée,13005,Multi accueil,105,LES 13 BERLINGOTS,264 Rue Saint Pierre,04.91.38.66.16,,,43.291719 ,5.40274 
Gestion privée,13005,Micro crèches,10,LES MINOTS ECOLO 2,55 Rue Château Payan,09.52.42.20.46,,,43.290376 ,5.389093 
Gestion privée,13005,Micro crèches,10,MONTESSORI BRUN,91 Rue Roger Brun,,,http://ecole-montessori-marseille.fr,43.285293 ,5.394366 
Gestion privée,13005,Multi accueil,70,LES 15 SUCRES D'ORGE,1 Boulevard d'Aouest,04.91.38.33.50,,,43.2914 ,5.393915
Gestion privée,13006,Micro crèches,10,SOURIRES D'ENFANTS II,3 Boulevard Notre Dame,09.50.72.74.27,,,43.290555 ,5.372792 
Gestion privée,13006,Micro crèches,10,LES MINOTS ECOLO 3,160 Rue de Rome,09.80.75.43.23,,,43.288083 ,5.382237 
Gestion privée,13006,Micro crèches,10,LES MERVEILLES,11 Rue Jules Moulet,09.15.89.03.28,,,43.289275 ,5.372153 
Gestion privée,13006,Micro crèches,10,LES ENCHANTEURS,44 Cours Pierre Puget,09.53.90.76.47,,,43.290313 ,5.373316 
Gestion privée,13006,Micro crèches,10,ILE AUX ANGES,3 Avenue Jules Cantini,04 91 65 48 97,,,43.285508 ,5.384689 
Gestion privée,13006,Micro crèches,10,LES MINOTS ECOLO 1,14-16 Rue d'Iena,09.53.98.22.05,,,43.286512 ,5.3903 
Gestion privée,13006,Micro crèches,10,LES FLEURS,39 Avenue Jules Cantini,04.91.40.50.24,,,43.284405 ,5.386904 
Gestion privée,13006,Multi accueil,13,CAROUBE,95 Rue Saint Jacques,04 91 98 20 55,,www.la-maison-bleue.fr,43.287683 ,5.375643 
Gestion privée,13007,Micro crèches,10,PTI SOLEIL,185 chemin du Vallon de l'Oriol,04 91 35 09 67,,,43.278111 ,5.362732 
Gestion privée,13007,Micro crèches,10,CASSIOPEE,80 Avenue de la Corse,,,www.creche-attitude.fr,43.288794 ,5.358777 
Gestion privée,13008,Accueil occasionnel,12,LE COIN DES MINOTS,Set squash 265 Avenue de Mazargues,06.95.41.14.39,,www.lecoindesminots.com,43.262448 ,5.393842 
Gestion privée,13008,Micro crèches,10,LA CABANE,116 Avenue Jules Cantini,04.91.79.95.49,,www.babilou.fr,43.280982 ,5.392722 
Gestion privée,13008,Micro crèches,10,LE POTAGER,116 Avenue Jules Cantini Bât3,04.91.79.29.24,,www.babilou.fr,43.280982 ,5.392722 
Gestion privée,13008,Micro crèches,10,LES MALICIEUX DE PONSON,46 Rue Raphaël Ponson,,,www.crechesetmalices.com,43.26604 ,5.388011 
Gestion privée,13008,Micro crèches,10,SOURIRES D'ENFANTS I,479 Rue Paradis,09.54.80.79.65,,,43.272113 ,5.386279 
Gestion privée,13009,Micro crèches,10,BBPITCHOUN TASSIGNY,103 Avenue de Lattre de Tassigny,04.88.08.12.12,,,43.246152 ,5.412725 
Gestion privée,13009,Multi accueil,45,CABOTINE,83 Boulevard du Redon - la Rouvière,04.91.26.82.20,,www.creche-attitude.fr,43.252521 ,5.422254 
Gestion privée,13009,Multi accueil,120,HÔPITAL SAINTE MARGUERITE,270 Boulevard de Sainte Marguerite,04.91.74.40.26,,,43.260914 ,5.41093 
Gestion privée,13009,Micro crèches,10,LES MALICIEUX DU ROY D'ESPAGNE,4 Rue Capitaine Jean Croisa,,,www.crechesetmalices.com,43.234925 ,5.400063 
Gestion privée,13009,Micro crèches,10,LES MALICIEUX DE MAZARGUES,81 Boulevard de la Concorde,,,www.crechesetmalices.com,43.247816 ,5.401054 
Gestion privée,13009,Multi accueil,24,POP CORN,170 Avenue de Luminy,04 91 49 50 16,,,43.231277 ,5.435809 
Gestion privée,13010,Micro crèches,10,LA BASTIDE,151 Boulevard Paul Claudel,04.91.71.79.32,,www.babilou.fr,43.268948 ,5.416246 
Gestion privée,13010,Micro crèches,10,TI'MOMES,46 rue Sainte Baume,09 54 58 83 93,,www.people-and-baby.com,43.286681 ,5.401131 
Gestion privée,13010,Micro crèches,10,BB PITCHOUN LAZER,68 Boulevard Lazer,09 82 29 52 71,,,43.278191,5.40482 
Gestion privée,13011,Micro crèches,10,LES PETITS GÉNIES,151 route des trois lucs à la valentine,04.86.97.49.62,,,43.304121 ,5.474259 
Gestion privée,13011,Micro crèches,10,LUNA BANANA,25 Boulevard de Saint Marcel,09.84.46.88.09,,www.ub4kids.com,43.288678 ,5.456958
Gestion privée,13012,Micro crèches,10,TITI PANPAN 1,39 Rue Audric,04.91.34.99.40,,http://www.titi-panpan.fr,43.303892,5.42078
Gestion privée,13012,Micro crèches,10,TITI PANPAN 3,16 Rue du Dr Cauvin,09 84 49 14 46,,http://www.titi-panpan.fr,43.303168 ,5.417339 
Gestion privée,13012,Micro crèches,10,LES MALICIEUX DE SAINT-BARNABE,47 Avenue Montaigne,,,www.crechesetmalices.com,43.304361 ,5.416136
Gestion privée,13013,Multi accueil,120,DEVORAH LEA,112 Boulevard Barry,04.91.06.00.61,,,43.319693 ,5.413818 
Gestion privée,13013,Multi accueil,20,LA ROSE,29 Avenue des Olives,04.91.61.16.14,,,43.329224 ,5.43153 
Gestion privée,13013,Micro crèches,10,LA CAPSULE,15 Rue Marc Donadille - Les Baronnies,04.91.95.17.18,,www.creche-attitude.fr,43.346039 ,5.431102
Gestion privée,13013,Multi accueil,28,LES PETITS CIGALONS,Hôpital Laveran 34 Bd Laveran,04 91 61 74 50,,,43.327135 ,5.413837 
Gestion privée,13014,Multi accueil,40,LE PAVILLON VICTOR,29-31 Boulevard Charles Moretti,04.91.02.21.65,,,43.325034 ,5.382634 
Gestion privée,13015,Multi accueil,72,CRECHE HÔPITAL NORD,6 Chemin des Bourrely,04.91.96.80.95,,,43.377757 ,5.359978
Gestion privée,13015,Multi accueil,60,HOPITAL EDOUARD TOULOUSE,"118, Chemin de Mimet",04.91.96.98.76,,,43.381083 ,5.359606 
Gestion privée,13016,Multi accueil,66,LES ENFANTS DE RIO TINTO,20 Rue Henry et Antoine Maurras,04.91.63.58.15,,,43.356676 ,5.339205 
